MOVIE_ID	NAME	ALIAS	ACTORS	COVER	DIRECTORS	DOUBAN_SCORE	DOUBAN_VOTES	GENRES	IMDB_ID	LANGUAGES	MINS	OFFICIAL_SITE	REGIONS	RELEASE_DATE	SLUG	STORYLINE	TAGS	YEAR	ACTOR_IDS	DIRECTOR_IDS
26371294	六重门					0	0	悬疑/冒险		汉语普通话	0		中国大陆		AuUBYBuEf	30岁的王一舟来找六合联盟的严复义寻找未婚妻去世的真相，而严复义安排了六场游戏迎接他。王一舟顺利的过关，与此同时，他发现未婚妻的去世是意外而非严复义所为。ysgou.cc因此，王一舟宽恕了严复义，找回了生活的希望。		2030		
26754627	山海经之小人国					0	0	动画/儿童/冒险		汉语普通话	0		中国大陆		MmNIZB2Vf	根据中国古代神话故事《山海经》所记载的周饶小人国传说改编而成的3D动画电影《山海经之小人国》。	动画/成片/B内地/A华语/2018	2030		
11516763	羊毛战记					0	0	动作/科幻	tt2402743	英语	0		美国		uMeqUnN2b	二十世纪福斯影业将把超人气科幻小说《羊毛战记》（Wool）搬上大银幕，《银河护卫队》和《惊奇队长》的编剧尼科尔·帕尔曼将为该片执笔剧本，科幻大师雷德利·斯科特与《辛德勒名单》的编剧斯蒂文·泽里安将共同担任制作人。	美国/科幻/小说改编/电影/2018/美影/美国电影	2030		
27042445	沙漠		吴敏/菅浩栋/董昕傧/牛森浩/毛腾飞/崔树强/陈小玲/段亚丽		常标	0	0	剧情		汉语普通话	102		中国香港		rEn7YvaUf			2030	吴敏:1340176|菅浩栋:1353580|董昕傧:1378231|牛森浩:|毛腾飞:|崔树强:|陈小玲:|段亚丽:	常标:1339586
6521915	事出有姻	罗马假日2：事出有姻	玛丽亚·格拉齐亚·库奇诺塔/黄海波/王丽坤/李赞/赛尔乔·阿西西/瓦莱丽亚·玛里尼/安东尼奥·布鲁斯凯塔		达里奥·巴尔迪/杜军	0	0	剧情	tt2621396	汉语普通话 / 意大利语	0		中国大陆 / 意大利		fqi7IBY3b	中意两国首部合拍电影的《事出有姻》筹备三年终于在成都正式开机，黄海波也将牵手意大利女星古欣娜塔，联手演绎一段跨国恋情。据了解，该电影讲述一个成都厨师与意大利厨娘因不同的美食文化而碰撞出令人啼笑皆非又温馨浪漫的爱情故事。	爱情/国产电影/W王丽坤/美食/意大利/中国电影/≧2/H黄海波	2030	玛丽亚·格拉齐亚·库奇诺塔:1022787|黄海波:1313032|王丽坤:1313574|李赞:1323761|赛尔乔·阿西西:1045458|瓦莱丽亚·玛里尼:1045286|安东尼奥·布鲁斯凯塔:1077768	达里奥·巴尔迪:1420469|杜军:1350227
25857981	擒凶记1894				陈德森	0	0	动作/悬疑		汉语普通话	0		中国大陆 / 中国香港		ERQ2FZvaa	疑电影《擒凶记1894》由香港电影人陈德森和陈锡康合作，讲述19世纪末的香港无头悬案，从而引发出一桩惊天阴谋，来自英国一丝不苟的年轻法医，与世袭嘉业的粗鄙侩子手联袂搭档，在追查无头命案的背后，有着令人不寒而栗的冷血真相。该片目前演员阵容还未确认曝光，据悉有望重金聘请国外巨星投身剧组。		2030		陈德森:1313007
26828028	喜剧王		崔笛/刘洋影子/卢沁希/张美娥 Mei'e Zhang/滕艺/王佳慧/周静雯/林美燕/马瑶瑶/姜再义/林子幸/杨赛星/穆萨/弘毅/李大齐/王天慧/阿祖/李婧		盛建伟	0	0	喜剧/爱情		汉语普通话	90		中国大陆		qaUReqa6e	油嘴滑舌的二大大（崔笛 饰）相亲遇见白富美莎莎（刘洋影子 饰），对其一见倾心，为了迎娶白富美，二大大接受了莎莎提出的任务考验：一夜之间，12个小时之内，亲吻不同类型的六个女孩子，并发送亲吻的照片给莎莎，以示证明亲吻成功。这是一个高难的、刺激的、有趣的任务。	喜剧王	2030	崔笛:|刘洋影子:|卢沁希:|张美娥 Mei'e Zhang:|滕艺:|王佳慧:|周静雯:|林美燕:|马瑶瑶:|姜再义:|林子幸:|杨赛星:|穆萨:|弘毅:|李大齐:|王天慧:|阿祖:|李婧:	盛建伟:
25728580	黑暗中的笑声				比利·奥古斯特	0	0	剧情	tt2707192		0		德国		QAuqURmzb	Based on Vladimir Nabokov's novel, set in 1930's Berlin, Laughter In The Dark centres on a wealthy art dealer, who abandons his wife and child for a temptress who in turn takes him for everything he's got.	NEW/2017/2010s/)(/%文学作品改编	2030		比利·奥古斯特:1041311
22963915	牛兄牛弟		舒淇/佟大为/姜武/张国立/夏雨/吴大维/潘玮柏/刘德华		林浩然	0	0	喜剧/动画/冒险	tt2651020	汉语普通话	85		中国大陆		MYReq6IJf	主要讲述了讲述了刘德华的两个“儿子”安逗和黑仔为保护家园，齐心协力共同对抗外来敌人的冒险、感人故事。	舒淇/牛兄牛弟/劉德華/烂片/潘瑋柏/中国电影/佟大為/[華語]	2030	舒淇:1138320|佟大为:1009179|姜武:1274290|张国立:1015115|夏雨:1041082|吴大维:1028801|潘玮柏:1275427|刘德华:1054424	林浩然:1311313
10766240	疯狗和英国人		科林·费尔斯			0	0	喜剧/同性	tt2404305		0		美国		7eMQAeEBe	Noel Coward steps in to replace Liberace at a Las Vegas cabaret in 1955.	ColinFirth/科林费斯/美国电影/电影/美国/喜剧/同性/传记	2030	科林·费尔斯:1031223	
34636095	钢铁之心					0	0	动作/科幻/冒险	tt6690594		0		美国		ZBu6Ynzzb	The film focus around a 15 year old Genius RiRi Williams and her mentor Tony Stark.		2030		
26369807	在北极说爱你		潘粤明		金然	0	0	剧情/爱情		汉语普通话 / 英语	0		中国大陆		JBAe6AmFf	北京IT民工杜晓驹上当买了加拿大“别墅”，与白富美留学生夏晓嫣在印地安人小镇不期而遇，俩人在世界上最干净的北极谈了一场最干净的恋爱。	家庭/dadad	2030	潘粤明:1046960	金然:
26333212	年少轻狂时					0	0	剧情/传记/犯罪	tt3195448	英语	0		英国		bM2ryraUf	Just about to leave school with everything going for her, Angie falls pregnant. Left to raise her child with only her grandmother, her life isn't exactly as she planned.	音乐/美国/美剧	2030		
21937454	孙悟空之火焰山				速达/陈志宏	0	0	动画		汉语普通话	0		中国大陆		QuUZvUZva	曾经打造《大闹天 宫》的上海美术电影制片厂正式宣布，影院 动画《孙悟空之火焰山》将正式启动。	中国/国漫/动画/动漫/2013	2030		速达:|陈志宏:
26304402	暴力觉醒		本·金斯利/卡梅隆·莫纳汉/派珀·佩拉博/艾伦·伯斯汀/范立美/布兰登·布拉德里/邢思杰/瓦内萨·莫达			0	0	动作/惊悚	tt3876910	英语	0		美国		aMeURmjFf	《暴力觉醒》讲述布鲁斯·威利斯饰演的男主人公瑞德回到了自己童年生活的小岛上，他的哥哥一家也在小岛上生活。但是，瑞德没想到这座原本与世无争的小岛也会引来麻烦，为了拯救自己的家族，瑞德不得不与恶势力展开对决。		2030	本·金斯利:1054393|卡梅隆·莫纳汉:1192535|派珀·佩拉博:1040518|艾伦·伯斯汀:1036407|范立美:1331632|布兰登·布拉德里:1045255|邢思杰:1327402|瓦内萨·莫达:1199543	
27013218	猎魔行动		杰森·斯坦森/托尼·贾		J·J·佩里	0	0	动作		英语 / 汉语普通话	0		中国大陆 / 美国		FBY37QQYf	圣诞夜的温哥华机场，海关安检发现一名携带“卡芬太尼”新型毒品的中国人，杰森(杰森·斯坦森饰)是负责十年前追缴从墨西哥贩卖枪支到中国的负责人。中国公安部指示，中美联合作战，一举歼灭该制毒贩毒国际团伙。	杰森·斯坦森/动作/托尼贾/华语电影/香港	2030	杰森·斯坦森:1049484|托尼·贾:1004643	J·J·佩里:1294335
26996825	猿人突击队		陈虎/托尼·贾		郑建国	0	0	动作		汉语普通话	0		中国大陆		YZfqMQQIf	星空盛典影业发布会上公布其余4部电影项目。动作片[猿人突击]由郑建国执导，陈虎与托尼·贾主演，今年末开机。	动作/中国大陆	2030	陈虎:1280577|托尼·贾:1004643	郑建国:1328374
3041297	阿努比斯				克里斯·韦奇	0	0	动画	tt1220201		106		美国		UBIBuU3Vf	福斯公司动画新片《Anubis》改编自Bruce Zick的小说，讲的是一个木乃伊因诅咒而意外到埃及阴间旅行的故事，将于2018年3月23日复活节上映。	美国/动画/福克斯/美国电影/奇幻/BlueSky/魔幻/电影	2030		克里斯·韦奇:1032454
25845398	玉女胜典					0	0	爱情		汉语普通话	0		中国大陆		qMAIBQ2ba	杨恭如重返大银幕 启航之作《玉女胜典》。想当年，在电影《风云》里暂露头角的杨恭如被大家奉为新一代玉女掌门。此次签约新东家，杨恭如的归来之作选择了电影《玉女胜典》。除了主演该片，杨恭如这次还将投身幕后，担任影片的制片人，为将来打好基础。	金城武/爱情/彭于晏/中国大陆/2015	2028		
26389464	印囧		徐峥		徐峥	0	0	剧情/喜剧		汉语普通话	0		中国大陆		QIvibUJBe	徐朗为找到新合伙人，带着律师、会计等四人小团队前往印度。从孟买到新德里，从泰姬陵到清真寺，四人展开一场惊心动魄的取经之路。菩提树下，他们最终收获真经，却发现这是一份关于心灵的礼物。	徐峥/囧/喜剧/搞笑/电影/中国电影/中国/剧情	2028	徐峥:1274297	徐峥:1274297
26772465	阿凡达5：追寻伊娃	阿凡达5	佐伊·索尔达娜/萨姆·沃辛顿/西格妮·韦弗/凯特·温丝莱特/奥娜·卓别林/史蒂芬·朗/乔·大卫·摩尔 /克利夫·柯蒂斯/希·庞德/马特·杰拉德/吉奥瓦尼·瑞比西		詹姆斯·卡梅隆	0	0	动作/科幻/奇幻/冒险	tt5637536	英语	0		美国	2027/12/17	bMYfMQYva	《阿凡达》续集上映时间公布：2020年12月18，2021年12月17，2024年12月20，2025年12月19。	《阿凡达》系列/科幻/阿凡达/詹姆斯卡梅隆/美国/2025/美国电影/动作	2027	佐伊·索尔达娜:1047985|萨姆·沃辛顿:1000147|西格妮·韦弗:1053569|凯特·温丝莱特:1054446|奥娜·卓别林:1318675|史蒂芬·朗:1010537|乔·大卫·摩尔 :1027811|克利夫·柯蒂斯:1022578|希·庞德:1013803|马特·杰拉德:1326994|吉奥瓦尼·瑞比西:1036317	詹姆斯·卡梅隆:1022571
27195754	未定名新星球大战三部曲第三部				莱恩·约翰逊	0	0	动作/科幻	tt7618100	英语	0		美国	2026/12/18	e6uEZnraa	星球大战新三部曲	科幻/迪士尼/星球大战/美国/欧美电影/冒险/SW/StarWars	2026		莱恩·约翰逊:1036605
26584586	王亚樵		阿抗			0	0	动作/战争	tt4579682	汉语普通话	90		中国大陆		YRIvyrEBe			2025	阿抗:1345464|Duan Xin Jie:|Kin Shih:	
26694926	狼行者				汤姆·摩尔/罗斯·斯图尔特	0	0	动画	tt5198068	英语	0		爱尔兰		Y37IZ3baa	讲述了11岁女孩罗芬的神奇经历。罗芬作为一个年轻的学徒猎人，她和父亲一起来到爱尔兰，准备消灭最后一批在那里的狼，但是改变她的事情来了，她发现了狼行者，此后一连串的古怪故事就发生了……	动画/爱尔兰/爱尔兰动画/汤姆·摩尔/动画电影/魔幻/2018/Tomm_Moore	2025		汤姆·摩尔:1303681|罗斯·斯图尔特:1389944
25920008	排球甜心		欧阳妮妮/林佳陵/刘奕儿/杜雨晨/萨唯			0	0	喜剧/运动		汉语普通话	0		中国台湾 / 中国大陆		7uMuiFJfa		排球	2025	欧阳妮妮:1349107|林佳陵:1322005|刘奕儿:1383284|杜雨晨:|萨唯:	
26878467	滚蛋吧！渣男	渣男鉴定事务所	李凤鸣/张嘉鼎/许元康/王肖铮		孙召民	0	0	喜剧/爱情/奇幻		汉语普通话	90		中国大陆		N2zNeyjVf	唐贝贝每一次都发现自己爱上的是渣男，这些人表面上对她好，实际上根本不拿她当回事，她越是努力要对方爱自己，就越被渣得厉害，她在一次次的伤害中渐渐对爱情放弃了希望，认为全天下的男人都是渣男。虽然外表看起来光鲜亮丽，实际上她内心非常空虚，既不信任真正意义的恋爱，又不认可逢场作戏的欢愉，导致她已经很久没有开张，觉得人生一片灰暗。她收到一个神秘的礼物，就是“渣男鉴别眼镜”，她认为这是一个神的恩赐，从此以后她就可以摆脱100%遇渣男体质，为自己寻觅到一个好男人。不仅如此，她还利用这个眼镜为广大女同胞造福，和她的助理兼闺蜜刘依晨一起开了一个“渣男鉴定事务所”，为各种心存疑虑的女同胞鉴别渣男，并设局让渣男原形毕露。可她发现生活中所有男人的渣男指数都不低，有时候明明看起来很低，可是随便一点刺激就又激增，令她非常绝望，并决心如果以后能见到一个好男人，一定不能放过。她却不知道这一切都是韩哲林设下的圈套……	大陆	2025	李凤鸣:1334338|张嘉鼎:|许元康:|王肖铮:	孙召民:
25778491	不够时间好好来爱你					0	0	剧情/爱情		汉语普通话	0		中国大陆		In7YnFRQe	筱薇被凯霸道的流氓气质所吸引，经过几次接触，筱薇发现凯并不像自己认为的那么坏，凯却突然消失。过了不久，竟然发现了凯原来是警方安插在黑势力集团中的卧底。	翻拍	2025		
27666571	未确认银翼杀手续集	银翼杀手3				0	0	科幻		英语	0		美国		fyrURI3ra	《银翼杀手》和《银翼杀手2049》的编剧汉普顿·范彻日前接受了Discussing Film的专访，谈到了他很想再写一部《银翼杀手》的续集作品，并且对故事的发展已经有了具体计划。	科幻/赛博朋克/电影/美国电影/待看/反乌托邦/美国/政治	2025		
6875398	Livewire		卢克·伊万斯			0	0	动作/惊悚	tt1857677		0		美国		aMeURe62b		美国	2025	卢克·伊万斯:1276136	
26781007	第四道封锁线		王霙/刘鉴		陈力	0	0	剧情/战争		汉语普通话	0		中国大陆		rqyj72rqa	该电影由国家一级导演陈力执导，李天印、白景军任制片人，郝德俊、张利忠任制片主任。影片中集结了毛泽东扮演者王霙、王稼祥扮演者刘鉴等，可谓星光熠熠。主要表现了红军战士在长征途中不畏艰险，英勇杀敌，突破国民党重重封锁，抢渡湘江，保证了中央纵队如期到达遵义并召开遵义会议，确定了毛泽东同志在党和红军中领导地位的历史事实。	大陆	2025	王霙:1314922|刘鉴:1327338	陈力:
26337064	三体2		张静初		张番番	0	0	科幻		汉语普通话	0		中国大陆		njzrayFRe	《三体》第一部科幻电影尚未出炉，据可靠消息称，出品方游族影业近期已经正式启动了《三体2》电影的筹备工作，而且相比电影《三体1》，其投资额度还会有进一步的增加。	科幻/三体/刘慈欣/电影/小说改编/中国/.必看/中国电影	2025	张静初:1016668	张番番:1316127
26748045	公主日记3		安妮·海瑟薇		盖瑞·马歇尔	0	0	喜剧/爱情/家庭			0		美国		2raayzjjb	《公主日记》系列原著作者梅格·凯博特近日表示，他们可能会着手拍摄《公主日记3》，悼念去年去世的导演盖瑞·马歇尔（《公主日记》前两部导演）。梅格既是原作者也参与了电影的编剧，然而对于接下来这一部的发展她什么也没透露。唯一可以肯定的是，比起原著来，下一部会更加贴近电影中的剧情走向。	安妮海瑟薇/公主日记3/公主日记/Anne·Hathaway/爱情/喜剧/美国电影/电影	2025	安妮·海瑟薇:1048027	盖瑞·马歇尔:1041160
26373166	游戏扭转者				王学圻	0	0	动作/犯罪		汉语普通话	0		中国大陆		3zFn7mrqa	《游戏扭转者》则是动作犯罪类型，讲述一对矛盾父子组成游戏搭档经受无情的速度考验的故事。	中国大陆	2025		王学圻:1054562
26373167	算爱大师				陆琪 Qi Lu	0	0	喜剧/爱情		汉语普通话	0		中国大陆		VZRmzzFBe	演员当导演也算有过先例，不过情感专栏作者做导演就令人瞠目了。素有国内 “情感奶爸”之称的陆琪也要做导演了，他将执导一部叫做《算爱大师》的电影，讲述了这样一个故事：高学历的海归才女沈璐开了一家算爱诊所，专门为痴男怨女解决感情问题。在近期的诊断中，发现了十位女生陆续向她求助，诉说无法忘怀这个抛弃她们的男人，沈璐发现她们所说的是同一个男人，而且这样的抛弃游戏更像是完成一个个任务...该片由叶伟民监制，将于年底开机。		2025		陆琪 Qi Lu:
26743572	红拂夜奔					0	0	剧情		汉语普通话	0		中国大陆 / 中国香港		iFZnFRuyb	王小波的作品《红拂夜奔》将被改编为电影，徐克执导	王小波/徐老怪/情怀/徐克/小说改编/中国/思考/世界	2025		
27108757	Karnan					0	0	动作/奇幻/冒险	tt5346858		0		印度		rqiz7eqyb	This film is based on Mahabharata.		2025		
4312195	太极		周星驰	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1833562883.jpg	周星驰	0	0	喜剧/动作	tt1735899	英语	0		美国 / 中国香港		BInrUn7ua	周星驰在片中饰演一名隐姓埋名的太极宗师，他移居美国在唐人街打工洗盘子，为了保护受暴徒威胁的同胞们，他挺身而出，此后创办了武术学校将他的一身好功夫传授给他人。	周星驰/喜剧/安妮·海瑟薇/太极/香港/中国/动作/美国	2025	周星驰:1048026	周星驰:1048026
26826392	十面埋伏					0	0	悬疑		汉语普通话	0		中国大陆		ZRIZJfiba			2025		
26731786	悖论13				余力为	0	0	悬疑			0		中国大陆		eqiNuiVva	贾樟柯“创业”成立新公司暖流文化，主攻商业电影，计划拍摄东野圭吾作品《悖论13》(贾樟柯监制)、李宇春导演处女作《人民路女神》、谍战片《双雄会》等。此外，新公司还将开展电影教育，专门培养和扶持电影人才。商业开发较难的电影，会保留在贾樟柯成立了十年的公司西河星汇。	东野圭吾/悬疑/冒险/惊悚/贾樟柯/大陆/脑洞	2025		余力为:
2136812	独眼侠	尼克·弗瑞	塞缪尔·杰克逊/克拉克·格雷格			0	0	动作/惊悚/冒险		英语	0		美国		2rayjVvUf	一个来自地狱厨房的勇敢的业余拳击手被军队招募来执行一些绝密任务。他很快被提升为队长，qigou.cc在那里他组建了第一攻击小队，这是一组执行精英任务的精英士兵。	Marvel/美国电影/美国/漫画改编/科幻/漫威/MARVEL/动作	2025	塞缪尔·杰克逊:1054408|克拉克·格雷格:1000083	
30460419	Spy School					0	0	科幻	tt9143482		0		美国		RAmjbiFfa	A smart but awkward middle school student is accidentally recruited to join a clandestine junior spy academy.		2025		
25982457	Titan: The Life of John D. Rockefeller				拉斯·霍尔斯道姆	0	0	传记	tt3529186		0		美国		Vnjzjryba		人物传记	2025		拉斯·霍尔斯道姆:1018014
24889963	阿凡达4：祖古骑士	阿凡达4	佐伊·索尔达娜/萨姆·沃辛顿/西格妮·韦弗/史蒂芬·朗/凯特·温丝莱特/克利夫·柯蒂斯/奥娜·卓别林/乔·大卫·摩尔 /马特·杰拉德/吉奥瓦尼·瑞比西		詹姆斯·卡梅隆	0	0	动作/科幻/奇幻/冒险	tt3095356	英语	0		美国	2025/12/19	2jzVvq62b	《阿凡达》续集上映时间公布：2020年12月18，2021年12月17，2024年12月20，2025年12月19。	阿凡达/科幻/詹姆斯·卡梅隆/美国/美国电影/奇幻/动作/冒险	2025	佐伊·索尔达娜:1047985|萨姆·沃辛顿:1000147|西格妮·韦弗:1053569|史蒂芬·朗:1010537|凯特·温丝莱特:1054446|克利夫·柯蒂斯:1022578|奥娜·卓别林:1318675|乔·大卫·摩尔 :1027811|马特·杰拉德:1326994|吉奥瓦尼·瑞比西:1036317	詹姆斯·卡梅隆:1022571
25718135	僵尸世界大战2	末日之战2	布拉德·皮特		大卫·芬奇	0	0	动作/科幻/恐怖	tt3234552	英语	0		美国		Bu6QmbURe	派拉蒙叫停大卫·芬奇执导，布拉德·皮特主演的[僵尸世界大战]续集。该片原定于今春或夏初在亚特兰大开拍，而现在前期制作已经暂停。消息人士称，预算问题已经到了紧张关头，但不清楚这些问题是如何酝酿的，也不清楚酝酿了多长时间。同样不清楚的是，该项目是否会重新开发，或者是否会无限期搁置。目前，派拉蒙和CAA，皮特和Plan B方面，都没有发表评论。	丧尸/僵尸/灾难/科幻/恐怖/布拉德·皮特/美国/美国电影	2025	布拉德·皮特:1054452	大卫·芬奇:1012521
26793863	迪昂妮		丹尼·格洛弗/托雅·卢凯特		马里奥·范·皮布尔斯	0	0	剧情/音乐/传记	tt7082992		0		美国		bM2rMQuqa	灵魂乐女歌手狄昂·华薇克公布自己的传记片将于今年秋天开始制作。她本人将由托雅·卢凯特(“天命真女”组合前成员)扮演，Lady Gaga将扮演英国已逝女歌手茜拉 布莱克。消息传出后遭到Gaga负责人的否认，对此华薇克声称自己并未与Gaga本人接洽，而是和她的经纪人拟定的事宜。		2025	丹尼·格洛弗:1010571|托雅·卢凯特:1116106	马里奥·范·皮布尔斯:1013930
26411413	前任也曾是对的人					0	0	爱情		汉语普通话	0		中国大陆		bUfEB2NYf	光线影业也将拍摄一部新片《前任也曾是对的人》，这个短句听起来十分耳熟，原来它出自赵薇为《左耳》演唱的同名主题曲中的一句歌词。		2025		
26298999	繁花				王家卫	0	0	剧情	tt3881914	上海话	0		中国香港 / 中国大陆		6YJBmzbEf	王家卫的未来计划中有两部作品备受瞩目，一部是改编自南京作家张嘉佳《从你的全世界路过》书中一篇的《摆渡人》，一部是改编自上海作家金宇澄长篇小说的《繁花》，近日王家卫特别澄清，自己只会担纲《摆渡人》一片的监制，而导演人选将在近期公布，这也从侧面印证了王家卫的下一部执导电影将是《繁花》，目前拍摄日期及映期均未公布。	王家卫/吴亦凡/文艺/金宇澄/章子怡/电影/香港电影/香港	2025		王家卫:1041024
